alimento,consumo,identifier,entidad,code_upm,est_var,pondef,indicef,nse4f,nse5f,area,region,sexo,edadanos
néctares de frutas o pulpa de frutas industrializados con az,122.14286041259766,folio_230530__intp_6,23,M2308,232,1962.6854248046875,-3.243303060531616,1,muy bajo,rural,sur,femenino,13.2429838180542
refresco normal,257.1428527832031,folio_230543__intp_2,23,M2308,232,981.34271240234375,-2.598810911178589,1,muy bajo,rural,sur,femenino,19.534564971923828
refresco normal,102.85713958740234,folio_230565__intp_3,23,M2309,232,1387.0069580078125,-1.280428171157837,1,bajo,rural,sur,masculino,14.094454765319824
néctares de frutas o pulpa de frutas industrializados con az,122.14286041259766,folio_230565__intp_3,23,M2309,232,1387.0069580078125,-1.280428171157837,1,bajo,rural,sur,masculino,14.094454765319824
aguas de fruta natural con azúcar,51.42856979370117,folio_230565__intp_3,23,M2309,232,1387.0069580078125,-1.280428171157837,1,bajo,rural,sur,masculino,14.094454765319824
refresco normal,102.85713958740234,folio_230581__intp_1,23,M2314,234,1314.28271484375,0.6846571564674377,3,alto,urbano,sur,femenino,61.1827507019043
jugos naturales con azúcar,205.7142791748047,folio_230581__intp_1,23,M2314,234,1314.28271484375,0.6846571564674377,3,alto,urbano,sur,femenino,61.1827507019043
aguas de fruta natural con azúcar,205.7142791748047,folio_230581__intp_1,23,M2314,234,1314.28271484375,0.6846571564674377,3,alto,urbano,sur,femenino,61.1827507019043
aguas de fruta natural con azúcar,308.5714416503906,folio_230583__intp_4,23,M2314,234,2051.93896484375,-1.9048818349838257,1,muy bajo,urbano,sur,femenino,13.642709732055664
refresco normal,68.57142639160156,folio_230592__intp_1,23,M2314,234,4613.36572265625,-0.7929070591926575,2,bajo,urbano,sur,masculino,49.100616455078125
aguas de fruta natural con azúcar,514.28570556640625,folio_230593__intp_2,23,M2314,234,83.23173522949219,-2.3031558990478516,1,muy bajo,urbano,sur,femenino,12.005475044250488
refresco normal,1200,folio_230593__intp_2,23,M2314,234,83.23173522949219,-2.3031558990478516,1,muy bajo,urbano,sur,femenino,12.005475044250488
aguas de fruta natural con azúcar,205.7142791748047,folio_230606__intp_2,23,M2314,234,4287.57275390625,-2.304155111312866,1,muy bajo,urbano,sur,femenino,27.60027313232422
refresco normal,205.7142791748047,folio_230606__intp_2,23,M2314,234,4287.57275390625,-2.304155111312866,1,muy bajo,urbano,sur,femenino,27.60027313232422
aguas de fruta natural con azúcar,565.71429443359375,folio_230626__intp_1,23,M2310,232,3167.731201171875,-0.5757374167442322,2,bajo,rural,sur,masculino,52.974674224853516
aguas de fruta natural con azúcar,240,folio_230636__intp_1,23,M2309,232,3326.385009765625,-0.765316903591156,2,bajo,rural,sur,masculino,78.937713623046875
aguas de fruta natural con azúcar,102.85713958740234,folio_230642__intp_2,23,M2309,232,1980.115234375,-0.17600522935390472,2,medio,rural,sur,femenino,61.38261413574219
refresco normal,1200,folio_230642__intp_2,23,M2309,232,1980.115234375,-0.17600522935390472,2,medio,rural,sur,femenino,61.38261413574219
néctares de frutas o pulpa de frutas industrializados con az,34.28571319580078,folio_230644__intp_1,23,M2309,232,1663.1925048828125,-1.9324719905853271,1,muy bajo,rural,sur,masculino,55.540042877197266
refresco normal,942.85711669921875,folio_230644__intp_1,23,M2309,232,1663.1925048828125,-1.9324719905853271,1,muy bajo,rural,sur,masculino,55.540042877197266
refresco normal,34.28571319580078,folio_230678__intp_4,23,R2305,232,5716.5595703125,-3.466244697570801,1,muy bajo,rural,sur,femenino,13.839835166931152
néctares de frutas o pulpa de frutas industrializados con az,34.28571319580078,folio_230698__intp_1,23,R2310,235,23256.38671875,-0.5491465330123901,2,bajo,urbano,sur,masculino,24.136892318725586
refresco normal,34.28571319580078,folio_230698__intp_1,23,R2310,235,23256.38671875,-0.5491465330123901,2,bajo,urbano,sur,masculino,24.136892318725586
aguas de fruta natural con azúcar,205.7142791748047,folio_230703__intp_1,23,R2310,235,4150.15283203125,1.0812547206878662,3,alto,urbano,sur,femenino,62.03148651123047
néctares de frutas o pulpa de frutas industrializados con az,34.28571319580078,folio_230706__intp_4,23,R2310,235,12148.685546875,1.376909852027893,3,alto,urbano,sur,masculino,14.499656677246094
bebidas o aguas de sabor industrializadas con azúcar (frutsi,102.85713958740234,folio_230706__intp_4,23,R2310,235,12148.685546875,1.376909852027893,3,alto,urbano,sur,masculino,14.499656677246094
refresco normal,514.28570556640625,folio_230706__intp_4,23,R2310,235,12148.685546875,1.376909852027893,3,alto,urbano,sur,masculino,14.499656677246094
refresco normal,240,folio_230720__intp_3,23,R2310,235,6769.5029296875,1.4045000076293945,3,alto,urbano,sur,femenino,13.878165245056152
refresco normal,205.7142791748047,folio_230735__intp_1,23,M2316,235,10839.796875,1.6802531480789185,4,muy alto,urbano,sur,femenino,61.251197814941406
refresco normal,51.42856979370117,folio_230743__intp_2,23,M2316,235,11282.5048828125,-0.47479498386383057,2,bajo,urbano,sur,femenino,26.496919631958008
aguas de fruta natural con azúcar,205.7142791748047,folio_230756__intp_1,23,M2316,235,11619.69921875,-0.2544907033443451,2,medio,urbano,sur,masculino,63.48528289794922
refresco normal,480,folio_230756__intp_1,23,M2316,235,11619.69921875,-0.2544907033443451,2,medio,urbano,sur,masculino,63.48528289794922
refresco normal,68.57142639160156,folio_230793__intp_3,23,M2317,235,28451.6875,1.4589495658874512,3,alto,urbano,sur,masculino,20.906227111816406
refresco normal,257.1428527832031,folio_230811__intp_1,23,M2318,235,6210.52880859375,2.61171293258667,4,muy alto,urbano,sur,masculino,32.17795944213867
refresco normal,17.14285659790039,folio_230849__intp_3,23,M2319,235,16757.259765625,0.7099608778953552,3,alto,urbano,sur,femenino,21.21013069152832
aguas de fruta natural con azúcar,34.28571319580078,folio_230849__intp_3,23,M2319,235,16757.259765625,0.7099608778953552,3,alto,urbano,sur,femenino,21.21013069152832
refresco normal,471.4285583496094,folio_230855__intp_1,23,M2319,235,3577.7177734375,-0.20359539985656738,2,medio,urbano,sur,femenino,36.75017166137695
refresco normal,17.14285659790039,folio_230865__intp_1,23,M2319,235,3577.7177734375,0.6590655446052551,3,alto,urbano,sur,femenino,66.075286865234375
aguas de fruta natural con azúcar,102.85713958740234,folio_230873__intp_3,23,M2319,235,2917.88916015625,1.376909852027893,3,alto,urbano,sur,femenino,16.43805694580078
refresco normal,1200,folio_230873__intp_3,23,M2319,235,2917.88916015625,1.376909852027893,3,alto,urbano,sur,femenino,16.43805694580078
aguas de fruta natural con azúcar,68.57142639160156,folio_230885__intp_2,23,M2320,235,8944.294921875,1.3779091835021973,3,alto,urbano,sur,femenino,44.06570816040039
refresco normal,102.85713958740234,folio_230885__intp_2,23,M2320,235,8944.294921875,1.3779091835021973,3,alto,urbano,sur,femenino,44.06570816040039
refresco normal,257.1428527832031,folio_230887__intp_4,23,M2320,235,7294.72265625,0.43876126408576965,2,medio,urbano,sur,femenino,16.796714782714844
bebidas o aguas de sabor industrializadas con azúcar (frutsi,102.85713958740234,folio_230887__intp_4,23,M2320,235,7294.72265625,0.43876126408576965,2,medio,urbano,sur,femenino,16.796714782714844
refresco normal,600,folio_230902__intp_3,23,M2320,235,4654.79443359375,2.398097515106201,4,muy alto,urbano,sur,femenino,15.7891845703125
néctares de frutas o pulpa de frutas industrializados con az,23.571428298950195,folio_231001__intp_1,23,M2323,235,3395.2236328125,-0.2544907033443451,2,medio,urbano,sur,femenino,39.225189208984375
refresco normal,257.1428527832031,folio_231001__intp_1,23,M2323,235,3395.2236328125,-0.2544907033443451,2,medio,urbano,sur,femenino,39.225189208984375
aguas de fruta natural con azúcar,514.28570556640625,folio_231001__intp_1,23,M2323,235,3395.2236328125,-0.2544907033443451,2,medio,urbano,sur,femenino,39.225189208984375
refresco normal,308.5714416503906,folio_231049__intp_5,23,M2324,235,4552.705078125,0.3358202576637268,2,medio,urbano,sur,masculino,12.59411334991455
néctares de frutas o pulpa de frutas industrializados con az,257.1428527832031,folio_231051__intp_3,23,M2324,235,2536.86279296875,1.0546637773513794,3,alto,urbano,sur,femenino,17.86721420288086
jugos naturales con azúcar,257.1428527832031,folio_231051__intp_3,23,M2324,235,2536.86279296875,1.0546637773513794,3,alto,urbano,sur,femenino,17.86721420288086
aguas de fruta natural con azúcar,171.42857360839844,folio_231051__intp_3,23,M2324,235,2536.86279296875,1.0546637773513794,3,alto,urbano,sur,femenino,17.86721420288086
aguas de fruta natural con azúcar,514.28570556640625,folio_231059__intp_1,23,M2324,235,5459.2548828125,-0.7684515714645386,2,bajo,urbano,sur,masculino,38.672142028808594
refresco normal,600,folio_231059__intp_1,23,M2324,235,5459.2548828125,-0.7684515714645386,2,bajo,urbano,sur,masculino,38.672142028808594
refresco normal,610.71429443359375,folio_231064__intp_1,23,M2325,235,12020.3779296875,-1.487295150756836,1,muy bajo,urbano,sur,masculino,57.87542724609375
néctares de frutas o pulpa de frutas industrializados con az,34.28571319580078,folio_231070__intp_2,23,M2325,235,7475.7216796875,3.579718589782715,4,muy alto,urbano,sur,femenino,35.87953567504883
refresco normal,102.85713958740234,folio_231070__intp_2,23,M2325,235,7475.7216796875,3.579718589782715,4,muy alto,urbano,sur,femenino,35.87953567504883
refresco normal,305.3571472167969,folio_231083__intp_3,23,M2325,235,2917.88916015625,1.9749090671539307,4,muy alto,urbano,sur,femenino,18.18206787109375
jugos naturales con azúcar,122.14286041259766,folio_231083__intp_3,23,M2325,235,2917.88916015625,1.9749090671539307,4,muy alto,urbano,sur,femenino,18.18206787109375
néctares de frutas o pulpa de frutas industrializados con az,205.7142791748047,folio_231095__intp_3,23,M2325,235,10024.3046875,0.7865988612174988,3,alto,urbano,sur,masculino,14.694045066833496
refresco normal,462.8571472167969,folio_231095__intp_3,23,M2325,235,10024.3046875,0.7865988612174988,3,alto,urbano,sur,masculino,14.694045066833496
refresco normal,214.2857208251953,folio_231099__intp_1,23,M2326,235,11319.189453125,2.1034417152404785,4,muy alto,urbano,sur,masculino,50.833675384521484
néctares de frutas o pulpa de frutas industrializados con az,85.71428680419922,folio_231099__intp_1,23,M2326,235,11319.189453125,2.1034417152404785,4,muy alto,urbano,sur,masculino,50.833675384521484
refresco normal,240,folio_231123__intp_1,23,M2326,235,17738.775390625,0.6856564283370972,3,alto,urbano,sur,masculino,65.70294189453125
bebidas o aguas de sabor industrializadas con azúcar (frutsi,68.57142639160156,folio_231128__intp_2,23,M2326,235,6738.03515625,1.0822540521621704,3,alto,urbano,sur,femenino,38.220394134521484
refresco normal,600,folio_231128__intp_2,23,M2326,235,6738.03515625,1.0822540521621704,3,alto,urbano,sur,femenino,38.220394134521484
bebidas o aguas de sabor industrializadas con azúcar (frutsi,68.57142639160156,folio_231156__intp_5,23,M2327,235,4863.1484375,1.0556631088256836,3,alto,urbano,sur,femenino,14.146474838256836
refresco normal,102.85713958740234,folio_231156__intp_5,23,M2327,235,4863.1484375,1.0556631088256836,3,alto,urbano,sur,femenino,14.146474838256836
aguas de fruta natural con azúcar,257.1428527832031,folio_231156__intp_5,23,M2327,235,4863.1484375,1.0556631088256836,3,alto,urbano,sur,femenino,14.146474838256836
refresco normal,240,folio_231171__intp_2,23,M2327,235,8944.294921875,2.2894668579101562,4,muy alto,urbano,sur,femenino,44.36687088012695
néctares de frutas o pulpa de frutas industrializados con az,102.85713958740234,folio_231171__intp_2,23,M2327,235,8944.294921875,2.2894668579101562,4,muy alto,urbano,sur,femenino,44.36687088012695
aguas de fruta natural con azúcar,68.57142639160156,folio_231171__intp_2,23,M2327,235,8944.294921875,2.2894668579101562,4,muy alto,urbano,sur,femenino,44.36687088012695
refresco normal,707.14288330078125,folio_231189__intp_5,23,M2328,235,13498.9033203125,0.11964989453554153,2,medio,urbano,sur,femenino,14.95140266418457
aguas de fruta natural con azúcar,171.42857360839844,folio_231190__intp_2,23,M2328,235,7226.53125,0.6590655446052551,3,alto,urbano,sur,femenino,39.080081939697266
refresco normal,25.714284896850586,folio_231190__intp_2,23,M2328,235,7226.53125,0.6590655446052551,3,alto,urbano,sur,femenino,39.080081939697266
refresco normal,240,folio_231203__intp_1,23,M2328,235,24279.62109375,1.1088448762893677,3,alto,urbano,sur,masculino,62.42026138305664
refresco normal,102.85713958740234,folio_231229__intp_2,23,M2329,235,8944.294921875,1.0822540521621704,3,alto,urbano,sur,femenino,48.763858795166016
jugos naturales con azúcar,68.57142639160156,folio_231229__intp_2,23,M2329,235,8944.294921875,1.0822540521621704,3,alto,urbano,sur,femenino,48.763858795166016
néctares de frutas o pulpa de frutas industrializados con az,102.85713958740234,folio_231233__intp_1,23,M2329,235,17455.0078125,0.7865988612174988,3,alto,urbano,sur,masculino,27.326488494873047
refresco normal,102.85713958740234,folio_231233__intp_1,23,M2329,235,17455.0078125,0.7865988612174988,3,alto,urbano,sur,masculino,27.326488494873047
refresco normal,257.1428527832031,folio_231279__intp_3,23,M2330,235,5803.7900390625,1.9938117265701294,4,muy alto,urbano,sur,masculino,12.383298873901367
aguas de fruta natural con azúcar,34.28571319580078,folio_231279__intp_3,23,M2330,235,5803.7900390625,1.9938117265701294,4,muy alto,urbano,sur,masculino,12.383298873901367
aguas de fruta natural con azúcar,257.1428527832031,folio_231381__intp_1,23,M2333,235,11733.1572265625,1.0822540521621704,3,alto,urbano,sur,masculino,43.129364013671875
refresco normal,240,folio_231381__intp_1,23,M2333,235,11733.1572265625,1.0822540521621704,3,alto,urbano,sur,masculino,43.129364013671875
jugos naturales con azúcar,34.28571319580078,folio_231381__intp_1,23,M2333,235,11733.1572265625,1.0822540521621704,3,alto,urbano,sur,masculino,43.129364013671875
refresco normal,85.71428680419922,folio_231397__intp_1,23,M2333,235,17461.150390625,0.4178600311279297,2,medio,urbano,sur,femenino,55.80561065673828
refresco normal,500,folio_231404__intp_1,23,M2333,235,6685.2216796875,0.7600079774856567,3,alto,urbano,sur,femenino,38.58179473876953
refresco normal,235.7142791748047,folio_231408__intp_2,23,M2333,235,10437.37890625,1.0822540521621704,3,alto,urbano,sur,femenino,30.258726119995117
refresco normal,825,folio_231416__intp_2,23,M2334,235,8597.080078125,0.16969703137874603,2,medio,urbano,sur,femenino,32.65434646606445
refresco normal,488.5714416503906,folio_231485__intp_2,23,R2316,235,5092.83544921875,1.4589495658874512,3,alto,urbano,sur,femenino,36.11772537231445
aguas de fruta natural con azúcar,171.42857360839844,folio_231504__intp_2,23,R2316,235,15902.49609375,-0.22690053284168243,2,medio,urbano,sur,femenino,28.91170310974121
refresco normal,47.73214340209961,folio_231512__intp_1,23,R2316,235,17110.853515625,-0.2544907033443451,2,medio,urbano,sur,masculino,32.84599685668945
jugos naturales con azúcar,234.1071319580078,folio_231517__intp_3,23,R2316,235,3975.6240234375,0.7590087056159973,3,alto,urbano,sur,femenino,13.804243087768555
refresco normal,212.14285278320312,folio_231517__intp_3,23,R2316,235,3975.6240234375,0.7590087056159973,3,alto,urbano,sur,femenino,13.804243087768555
bebidas o aguas de sabor industrializadas con azúcar (frutsi,23.571428298950195,folio_231517__intp_3,23,R2316,235,3975.6240234375,0.7590087056159973,3,alto,urbano,sur,femenino,13.804243087768555
refresco normal,34.28571319580078,folio_231547__intp_1,23,M2335,235,15070.1103515625,2.719344139099121,4,muy alto,urbano,sur,masculino,41.76591110229492
aguas de fruta natural con azúcar,600,folio_231547__intp_1,23,M2335,235,15070.1103515625,2.719344139099121,4,muy alto,urbano,sur,masculino,41.76591110229492
refresco normal,34.28571319580078,folio_231575__intp_3,23,M2336,236,3286.65869140625,-0.9338777661323547,1,bajo,urbano,sur,femenino,15.849417686462402
refresco normal,102.85713958740234,folio_231576__intp_2,23,M2336,236,2932.477783203125,-0.50968998670578,2,bajo,urbano,sur,femenino,38.10540771484375
aguas de fruta natural con azúcar,600,folio_231576__intp_2,23,M2336,236,2932.477783203125,-0.50968998670578,2,bajo,urbano,sur,femenino,38.10540771484375
aguas de fruta natural con azúcar,85.71428680419922,folio_231595__intp_6,23,M2336,236,2246.97265625,-3.86850905418396,1,muy bajo,urbano,sur,masculino,15.693360328674316
néctares de frutas o pulpa de frutas industrializados con az,102.85713958740234,folio_231615__intp_2,23,M2332,236,3344.8125,0.6580662727355957,3,alto,urbano,sur,femenino,38.633811950683594
refresco normal,1200,folio_231615__intp_2,23,M2332,236,3344.8125,0.6580662727355957,3,alto,urbano,sur,femenino,38.633811950683594
jugos naturales con azúcar,17.14285659790039,folio_231622__intp_3,23,M2332,236,1305.53173828125,0.11964989453554153,2,medio,urbano,sur,femenino,13.409993171691895
refresco normal,480,folio_231635__intp_1,23,M2332,236,5378.19775390625,1.6991558074951172,4,muy alto,urbano,sur,masculino,47.85215759277344
refresco normal,68.57142639160156,folio_231665__intp_2,23,M2338,232,2441.000244140625,-5.045750617980957,1,muy bajo,rural,sur,femenino,32.44626998901367
refresco normal,34.28571319580078,folio_231670__intp_1,23,M2338,232,9812.3447265625,-3.8385379314422607,1,muy bajo,rural,sur,masculino,61.234771728515625
refresco normal,102.85713958740234,folio_231672__intp_2,23,M2338,232,2336.419189453125,-3.682415246963501,1,muy bajo,rural,sur,femenino,59.66872024536133
refresco normal,205.7142791748047,folio_231673__intp_3,23,M2338,232,952.7598876953125,-3.510368585586548,1,muy bajo,rural,sur,femenino,12.30937671661377
jugos naturales con azúcar,34.28571319580078,folio_231701__intp_3,23,M2337,232,1301.086181640625,-2.254718065261841,1,muy bajo,rural,sur,masculino,12.70362663269043
refresco normal,707.14288330078125,folio_231702__intp_3,23,M2337,232,1301.086181640625,-0.46966180205345154,2,bajo,rural,sur,masculino,17.221080780029297
aguas de fruta natural con azúcar,68.57142639160156,folio_231703__intp_3,23,M2337,232,1449.985107421875,-0.8938494920730591,1,bajo,rural,sur,femenino,17.831621170043945
refresco normal,514.28570556640625,folio_231703__intp_3,23,M2337,232,1449.985107421875,-0.8938494920730591,1,bajo,rural,sur,femenino,17.831621170043945
aguas de fruta natural con azúcar,285,folio_231711__intp_1,23,M2337,232,2899.97021484375,-4.551458358764648,1,muy bajo,rural,sur,femenino,21.138944625854492
refresco normal,40.71428680419922,folio_231724__intp_2,23,M2337,232,2899.97021484375,-4.723504543304443,1,muy bajo,rural,sur,femenino,27.15126609802246
refresco normal,240,folio_231737__intp_1,23,M2339,234,2083.113037109375,0.16969703137874603,2,medio,urbano,sur,femenino,25.13347053527832
aguas de fruta natural con azúcar,102.85713958740234,folio_231737__intp_1,23,M2339,234,2083.113037109375,0.16969703137874603,2,medio,urbano,sur,femenino,25.13347053527832
refresco normal,205.7142791748047,folio_231741__intp_6,23,M2339,234,5607.5947265625,-0.37542304396629333,2,bajo,urbano,sur,masculino,16.86515998840332
refresco normal,257.1428527832031,folio_231742__intp_1,23,M2339,234,1334.25,-1.3930563926696777,1,bajo,urbano,sur,femenino,38.11362075805664
aguas de fruta natural con azúcar,102.85713958740234,folio_231766__intp_2,23,M2339,234,4166.22607421875,0.16969703137874603,2,medio,urbano,sur,femenino,25.185489654541016
refresco normal,257.1428527832031,folio_231766__intp_2,23,M2339,234,4166.22607421875,0.16969703137874603,2,medio,urbano,sur,femenino,25.185489654541016
refresco normal,1200,folio_231767__intp_1,23,M2339,234,6724.1982421875,0.4653521478176117,3,medio,urbano,sur,masculino,64.01642608642578
refresco normal,942.85711669921875,folio_231769__intp_4,23,M2339,234,5607.5947265625,0.8109033107757568,3,alto,urbano,sur,masculino,12.629705429077148
aguas de fruta natural con azúcar,102.85713958740234,folio_231782__intp_3,23,M2341,232,1761.13720703125,1.4354933500289917,3,alto,rural,sur,masculino,15.622176170349121
jugos naturales con azúcar,102.85713958740234,folio_231782__intp_3,23,M2341,232,1761.13720703125,1.4354933500289917,3,alto,rural,sur,masculino,15.622176170349121
refresco normal,1200,folio_231782__intp_3,23,M2341,232,1761.13720703125,1.4354933500289917,3,alto,rural,sur,masculino,15.622176170349121
refresco normal,102.85713958740234,folio_231783__intp_2,23,M2340,232,1235.431396484375,-1.3155702352523804,1,bajo,rural,sur,femenino,61.96030044555664
refresco normal,102.85713958740234,folio_231784__intp_2,23,M2340,232,823.62091064453125,-1.610226035118103,1,muy bajo,rural,sur,femenino,31.98904800415039
refresco normal,257.1428527832031,folio_231847__intp_3,23,M2343,236,2318.4443359375,0.16969703137874603,2,medio,urbano,sur,femenino,12.388773918151855
bebidas o aguas de sabor industrializadas con azúcar (frutsi,257.1428527832031,folio_231847__intp_3,23,M2343,236,2318.4443359375,0.16969703137874603,2,medio,urbano,sur,femenino,12.388773918151855
aguas de fruta natural con azúcar,600,folio_231847__intp_3,23,M2343,236,2318.4443359375,0.16969703137874603,2,medio,urbano,sur,femenino,12.388773918151855
aguas de fruta natural con azúcar,240,folio_231854__intp_1,23,M2343,236,4438.22802734375,-0.15254898369312286,2,medio,urbano,sur,femenino,22.119096755981445
refresco normal,51.42856979370117,folio_231854__intp_1,23,M2343,236,4438.22802734375,-0.15254898369312286,2,medio,urbano,sur,femenino,22.119096755981445
néctares de frutas o pulpa de frutas industrializados con az,68.57142639160156,folio_231857__intp_1,23,M2343,236,2219.114013671875,-0.8204972743988037,1,bajo,urbano,sur,femenino,22.5434627532959
refresco normal,205.7142791748047,folio_231857__intp_1,23,M2343,236,2219.114013671875,-0.8204972743988037,1,bajo,urbano,sur,femenino,22.5434627532959
refresco normal,257.1428527832031,folio_231869__intp_2,23,M2343,236,1159.22216796875,0.14210686087608337,2,medio,urbano,sur,femenino,13.96303939819336
bebidas o aguas de sabor industrializadas con azúcar (frutsi,372.8571472167969,folio_231869__intp_2,23,M2343,236,1159.22216796875,0.14210686087608337,2,medio,urbano,sur,femenino,13.96303939819336
néctares de frutas o pulpa de frutas industrializados con az,34.28571319580078,folio_231869__intp_2,23,M2343,236,1159.22216796875,0.14210686087608337,2,medio,urbano,sur,femenino,13.96303939819336
néctares de frutas o pulpa de frutas industrializados con az,102.85713958740234,folio_231882__intp_2,23,M2344,235,10309.875,-0.7495636343955994,2,bajo,urbano,sur,femenino,23.89596176147461
refresco normal,480,folio_231882__intp_2,23,M2344,235,10309.875,-0.7495636343955994,2,bajo,urbano,sur,femenino,23.89596176147461
aguas de fruta natural con azúcar,480,folio_231882__intp_2,23,M2344,235,10309.875,-0.7495636343955994,2,bajo,urbano,sur,femenino,23.89596176147461
refresco normal,68.57142639160156,folio_231887__intp_3,23,M2344,235,9251.154296875,0.48965656757354736,3,medio,urbano,sur,masculino,15.523612976074219
aguas de fruta natural con azúcar,68.57142639160156,folio_231887__intp_3,23,M2344,235,9251.154296875,0.48965656757354736,3,medio,urbano,sur,masculino,15.523612976074219
bebidas o aguas de sabor industrializadas con azúcar (frutsi,102.85713958740234,folio_231923__intp_2,23,M2345,236,1933.236083984375,0.36341044306755066,2,medio,urbano,sur,masculino,17.385351181030273
refresco normal,205.7142791748047,folio_231926__intp_1,23,M2345,236,2318.188720703125,0.0677553042769432,2,medio,urbano,sur,masculino,34.36276626586914
néctares de frutas o pulpa de frutas industrializados con az,34.28571319580078,folio_231948__intp_2,23,M2345,236,2759.921630859375,1.0623520612716675,3,alto,urbano,sur,femenino,41.12251663208008
refresco normal,102.85713958740234,folio_231948__intp_2,23,M2345,236,2759.921630859375,1.0623520612716675,3,alto,urbano,sur,femenino,41.12251663208008
aguas de fruta natural con azúcar,102.85713958740234,folio_231948__intp_2,23,M2345,236,2759.921630859375,1.0623520612716675,3,alto,urbano,sur,femenino,41.12251663208008
bebidas o aguas de sabor industrializadas con azúcar (frutsi,205.7142791748047,folio_231986__intp_1,23,M2346,236,5134.5419921875,-0.8204972743988037,1,bajo,urbano,sur,masculino,32.344970703125
refresco normal,205.7142791748047,folio_231986__intp_1,23,M2346,236,5134.5419921875,-0.8204972743988037,1,bajo,urbano,sur,masculino,32.344970703125
bebidas o aguas de sabor industrializadas con azúcar (frutsi,68.57142639160156,folio_232002__intp_3,23,M2346,236,2049.230224609375,3.0149993896484375,4,muy alto,urbano,sur,masculino,17.426420211791992
néctares de frutas o pulpa de frutas industrializados con az,205.7142791748047,folio_232002__intp_3,23,M2346,236,2049.230224609375,3.0149993896484375,4,muy alto,urbano,sur,masculino,17.426420211791992
aguas de fruta natural con azúcar,411.4285583496094,folio_232002__intp_3,23,M2346,236,2049.230224609375,3.0149993896484375,4,muy alto,urbano,sur,masculino,17.426420211791992
refresco normal,514.28570556640625,folio_232002__intp_3,23,M2346,236,2049.230224609375,3.0149993896484375,4,muy alto,urbano,sur,masculino,17.426420211791992
refresco normal,34.28571319580078,folio_232020__intp_1,23,R2318,236,1571.4852294921875,-0.25349143147468567,2,medio,urbano,sur,femenino,36.306640625
néctares de frutas o pulpa de frutas industrializados con az,34.28571319580078,folio_232020__intp_1,23,R2318,236,1571.4852294921875,-0.25349143147468567,2,medio,urbano,sur,femenino,36.306640625
néctares de frutas o pulpa de frutas industrializados con az,68.57142639160156,folio_232031__intp_4,23,R2318,236,2201.54931640625,0.0677553042769432,2,medio,urbano,sur,masculino,13.089664459228516
refresco normal,257.1428527832031,folio_232031__intp_4,23,R2318,236,2201.54931640625,0.0677553042769432,2,medio,urbano,sur,masculino,13.089664459228516
aguas de fruta natural con azúcar,257.1428527832031,folio_232031__intp_4,23,R2318,236,2201.54931640625,0.0677553042769432,2,medio,urbano,sur,masculino,13.089664459228516
aguas de fruta natural con azúcar,102.85713958740234,folio_232045__intp_2,23,R2318,236,4906.99853515625,-0.4472048282623291,2,bajo,urbano,sur,femenino,28.71457862854004
refresco normal,85.71428680419922,folio_232063__intp_4,23,M2347,235,18820.384765625,0.013574251905083656,2,medio,urbano,sur,femenino,22.280628204345703
jugos naturales con azúcar,462.8571472167969,folio_232063__intp_4,23,M2347,235,18820.384765625,0.013574251905083656,2,medio,urbano,sur,femenino,22.280628204345703
refresco normal,514.28570556640625,folio_232128__intp_3,23,M2342,233,3579.408203125,0.36241114139556885,2,medio,urbano,sur,masculino,14.094454765319824
bebidas o aguas de sabor industrializadas con azúcar (frutsi,128.57142639160156,folio_232131__intp_2,23,M2342,233,8216.5234375,0.36341044306755066,2,medio,urbano,sur,masculino,50.34360122680664
refresco normal,900,folio_232131__intp_2,23,M2342,233,8216.5234375,0.36341044306755066,2,medio,urbano,sur,masculino,50.34360122680664
aguas de fruta natural con azúcar,102.85713958740234,folio_232135__intp_3,23,M2342,233,3818.138671875,3.606309652328491,4,muy alto,urbano,sur,femenino,17.36071014404297
néctares de frutas o pulpa de frutas industrializados con az,205.7142791748047,folio_232135__intp_3,23,M2342,233,3818.138671875,3.606309652328491,4,muy alto,urbano,sur,femenino,17.36071014404297
refresco normal,257.1428527832031,folio_232135__intp_3,23,M2342,233,3818.138671875,3.606309652328491,4,muy alto,urbano,sur,femenino,17.36071014404297
bebidas o aguas de sabor industrializadas con azúcar (frutsi,257.1428527832031,folio_232139__intp_4,23,M2348,235,5005.80322265625,-0.5215563774108887,2,bajo,rural,sur,femenino,12.35591983795166
refresco normal,102.85713958740234,folio_232139__intp_4,23,M2348,235,5005.80322265625,-0.5215563774108887,2,bajo,rural,sur,femenino,12.35591983795166
néctares de frutas o pulpa de frutas industrializados con az,85.71428680419922,folio_232139__intp_4,23,M2348,235,5005.80322265625,-0.5215563774108887,2,bajo,rural,sur,femenino,12.35591983795166
néctares de frutas o pulpa de frutas industrializados con az,68.57142639160156,folio_232162__intp_5,23,M2348,235,5229.869140625,-3.0463037490844727,1,muy bajo,rural,sur,femenino,15.099246978759766
refresco normal,188.57142639160156,folio_232162__intp_5,23,M2348,235,5229.869140625,-3.0463037490844727,1,muy bajo,rural,sur,femenino,15.099246978759766
aguas de fruta natural con azúcar,34.28571319580078,folio_232162__intp_5,23,M2348,235,5229.869140625,-3.0463037490844727,1,muy bajo,rural,sur,femenino,15.099246978759766
