alimento,consumo,identifier,entidad,code_upm,est_var,pondef,indicef,nse4f,nse5f,area,region,sexo,edadanos
refresco normal,285,folio_010001__intp_3,01,M0101,15,5627.10107421875,3.310654401779175,4,muy alto,urbano,centro,masculino,19.206022262573242
néctares de frutas o pulpa de frutas industrializados con az,34.28571319580078,folio_010022__intp_5,01,M0101,15,1801.8212890625,1.3779091835021973,3,alto,urbano,centro,femenino,16.309377670288086
refresco normal,825,folio_010022__intp_5,01,M0101,15,1801.8212890625,1.3779091835021973,3,alto,urbano,centro,femenino,16.309377670288086
refresco normal,102.85713958740234,folio_010049__intp_3,01,M0102,15,1395.04248046875,2.720343589782715,4,muy alto,urbano,centro,femenino,16.563997268676758
aguas de fruta natural con azúcar,68.57142639160156,folio_010049__intp_3,01,M0102,15,1395.04248046875,2.720343589782715,4,muy alto,urbano,centro,femenino,16.563997268676758
aguas de fruta natural con azúcar,51.42856979370117,folio_010052__intp_1,01,M0102,15,8713.4560546875,2.3970983028411865,4,muy alto,urbano,centro,masculino,29.89459228515625
aguas de fruta natural con azúcar,377.1428527832031,folio_010053__intp_4,01,M0102,15,1395.04248046875,3.606309652328491,4,muy alto,urbano,centro,femenino,15.652292251586914
refresco normal,514.28570556640625,folio_010053__intp_4,01,M0102,15,1395.04248046875,3.606309652328491,4,muy alto,urbano,centro,femenino,15.652292251586914
néctares de frutas o pulpa de frutas industrializados con az,34.28571319580078,folio_010069__intp_5,01,M0102,15,1395.04248046875,3.310654401779175,4,muy alto,urbano,centro,femenino,17.670087814331055
refresco normal,102.85713958740234,folio_010069__intp_5,01,M0102,15,1395.04248046875,3.310654401779175,4,muy alto,urbano,centro,femenino,17.670087814331055
aguas de fruta natural con azúcar,102.85713958740234,folio_010069__intp_5,01,M0102,15,1395.04248046875,3.310654401779175,4,muy alto,urbano,centro,femenino,17.670087814331055
bebidas o aguas de sabor industrializadas con azúcar (frutsi,34.28571319580078,folio_010085__intp_4,01,M0103,15,5359.16064453125,1.4796172380447388,3,alto,urbano,centro,masculino,18.699520111083984
refresco normal,600,folio_010085__intp_4,01,M0103,15,5359.16064453125,1.4796172380447388,3,alto,urbano,centro,masculino,18.699520111083984
aguas de fruta natural con azúcar,471.4285583496094,folio_010085__intp_4,01,M0103,15,5359.16064453125,1.4796172380447388,3,alto,urbano,centro,masculino,18.699520111083984
aguas de fruta natural con azúcar,240,folio_010121__intp_2,01,M0103,15,8991.09765625,1.7526061534881592,4,muy alto,urbano,centro,femenino,59.89048385620117
refresco normal,205.7142791748047,folio_010129__intp_1,01,M0104,15,8668.1982421875,2.2439732551574707,4,muy alto,urbano,centro,masculino,45.73579788208008
néctares de frutas o pulpa de frutas industrializados con az,102.85713958740234,folio_010135__intp_5,01,M0104,15,4472.39306640625,1.5982134342193604,3,alto,urbano,centro,masculino,20.079397201538086
bebidas o aguas de sabor industrializadas con azúcar (frutsi,514.28570556640625,folio_010135__intp_5,01,M0104,15,4472.39306640625,1.5982134342193604,3,alto,urbano,centro,masculino,20.079397201538086
refresco normal,188.57142639160156,folio_010242__intp_7,01,M0106,15,21521.947265625,3.579718589782715,4,muy alto,urbano,centro,femenino,22.6009578704834
néctares de frutas o pulpa de frutas industrializados con az,34.28571319580078,folio_010248__intp_5,01,M0106,15,4356.72802734375,2.5585310459136963,4,muy alto,urbano,centro,masculino,18.3134822845459
bebidas o aguas de sabor industrializadas con azúcar (frutsi,51.42856979370117,folio_010248__intp_5,01,M0106,15,4356.72802734375,2.5585310459136963,4,muy alto,urbano,centro,masculino,18.3134822845459
refresco normal,480,folio_010248__intp_5,01,M0106,15,4356.72802734375,2.5585310459136963,4,muy alto,urbano,centro,masculino,18.3134822845459
néctares de frutas o pulpa de frutas industrializados con az,34.28571319580078,folio_010270__intp_4,01,M0108,15,1234.5509033203125,2.61171293258667,4,muy alto,urbano,centro,femenino,19.356605529785156
refresco normal,102.85713958740234,folio_010270__intp_4,01,M0108,15,1234.5509033203125,2.61171293258667,4,muy alto,urbano,centro,femenino,19.356605529785156
aguas de fruta natural con azúcar,480,folio_010270__intp_4,01,M0108,15,1234.5509033203125,2.61171293258667,4,muy alto,urbano,centro,femenino,19.356605529785156
refresco normal,68.57142639160156,folio_010271__intp_3,01,M0108,15,1453.0816650390625,1.432358741760254,3,alto,urbano,centro,femenino,13.180012702941895
aguas de fruta natural con azúcar,10.285715103149414,folio_010274__intp_4,01,M0108,15,9876.4072265625,2.371506690979004,4,muy alto,urbano,centro,femenino,25.954824447631836
refresco normal,120,folio_010274__intp_4,01,M0108,15,9876.4072265625,2.371506690979004,4,muy alto,urbano,centro,femenino,25.954824447631836
refresco normal,480,folio_010307__intp_4,01,M0108,15,1927.755615234375,-0.25349143147468567,2,medio,urbano,centro,masculino,18.611909866333008
refresco normal,205.7142791748047,folio_010320__intp_2,01,M0109,15,8527.0146484375,-1.4098089933395386,1,bajo,urbano,centro,femenino,32.824092864990234
refresco normal,205.7142791748047,folio_010336__intp_4,01,M0109,15,2541.271484375,1.3503189086914062,3,alto,urbano,centro,masculino,15.134839057922363
aguas de fruta natural con azúcar,34.28571319580078,folio_010336__intp_4,01,M0109,15,2541.271484375,1.3503189086914062,3,alto,urbano,centro,masculino,15.134839057922363
bebidas o aguas de sabor industrializadas con azúcar (frutsi,102.85713958740234,folio_010345__intp_1,01,M0109,15,7244.62548828125,2.0758514404296875,4,muy alto,urbano,centro,femenino,68.6954116821289
aguas de fruta natural con azúcar,480,folio_010345__intp_1,01,M0109,15,7244.62548828125,2.0758514404296875,4,muy alto,urbano,centro,femenino,68.6954116821289
refresco normal,720,folio_010345__intp_1,01,M0109,15,7244.62548828125,2.0758514404296875,4,muy alto,urbano,centro,femenino,68.6954116821289
aguas de fruta natural con azúcar,205.7142791748047,folio_010357__intp_3,01,M0110,15,3852.24951171875,2.692753314971924,4,muy alto,urbano,centro,masculino,13.793292045593262
refresco normal,64.28571319580078,folio_010357__intp_3,01,M0110,15,3852.24951171875,2.692753314971924,4,muy alto,urbano,centro,masculino,13.793292045593262
néctares de frutas o pulpa de frutas industrializados con az,34.28571319580078,folio_010357__intp_3,01,M0110,15,3852.24951171875,2.692753314971924,4,muy alto,urbano,centro,masculino,13.793292045593262
aguas de fruta natural con azúcar,34.28571319580078,folio_010364__intp_1,01,M0110,15,15408.998046875,2.692753314971924,4,muy alto,urbano,centro,masculino,29.626283645629883
néctares de frutas o pulpa de frutas industrializados con az,68.57142639160156,folio_010364__intp_1,01,M0110,15,15408.998046875,2.692753314971924,4,muy alto,urbano,centro,masculino,29.626283645629883
refresco normal,1200,folio_010364__intp_1,01,M0110,15,15408.998046875,2.692753314971924,4,muy alto,urbano,centro,masculino,29.626283645629883
bebidas o aguas de sabor industrializadas con azúcar (frutsi,34.28571319580078,folio_010403__intp_5,01,M0111,15,2337.06201171875,2.2894668579101562,4,muy alto,urbano,centro,masculino,12.506502151489258
néctares de frutas o pulpa de frutas industrializados con az,34.28571319580078,folio_010403__intp_5,01,M0111,15,2337.06201171875,2.2894668579101562,4,muy alto,urbano,centro,masculino,12.506502151489258
refresco normal,205.7142791748047,folio_010403__intp_5,01,M0111,15,2337.06201171875,2.2894668579101562,4,muy alto,urbano,centro,masculino,12.506502151489258
refresco normal,40.71428680419922,folio_010414__intp_1,01,M0111,15,18118.369140625,2.8874659538269043,4,muy alto,urbano,centro,masculino,61.196441650390625
refresco normal,102.85713958740234,folio_010464__intp_4,01,M0114,15,17626.43359375,1.3580071926116943,3,alto,urbano,centro,femenino,35.40314865112305
refresco normal,600,folio_010487__intp_5,01,M0115,15,15838.5908203125,2.668160915374756,4,muy alto,urbano,centro,femenino,27.118412017822266
refresco normal,514.28570556640625,folio_010518__intp_5,01,M0115,15,4202.50732421875,2.591810941696167,4,muy alto,urbano,centro,masculino,18.6967830657959
bebidas o aguas de sabor industrializadas con azúcar (frutsi,102.85713958740234,folio_010526__intp_3,01,M0116,16,1824.6534423828125,0.36341044306755066,2,medio,urbano,centro,masculino,15.89322280883789
refresco normal,244.2857208251953,folio_010526__intp_3,01,M0116,16,1824.6534423828125,0.36341044306755066,2,medio,urbano,centro,masculino,15.89322280883789
refresco normal,205.7142791748047,folio_010538__intp_1,01,M0116,16,5304.6962890625,0.06875459104776382,2,medio,urbano,centro,masculino,46.2997932434082
néctares de frutas o pulpa de frutas industrializados con az,137.14285278320312,folio_010538__intp_1,01,M0116,16,5304.6962890625,0.06875459104776382,2,medio,urbano,centro,masculino,46.2997932434082
refresco normal,240,folio_010540__intp_3,01,M0116,16,687.6832275390625,-0.28108158707618713,2,medio,urbano,centro,femenino,12.988364219665527
aguas de fruta natural con azúcar,411.4285583496094,folio_010540__intp_3,01,M0116,16,687.6832275390625,-0.28108158707618713,2,medio,urbano,centro,femenino,12.988364219665527
néctares de frutas o pulpa de frutas industrializados con az,240,folio_010547__intp_4,01,M0116,16,2147.6396484375,0.9537214040756226,3,alto,urbano,centro,masculino,13.724844932556152
refresco normal,257.1428527832031,folio_010547__intp_4,01,M0116,16,2147.6396484375,0.9537214040756226,3,alto,urbano,centro,masculino,13.724844932556152
aguas de fruta natural con azúcar,257.1428527832031,folio_010549__intp_5,01,M0116,16,2063.0498046875,-0.20259611308574677,2,medio,urbano,centro,femenino,14.696783065795898
jugos naturales con azúcar,102.85713958740234,folio_010549__intp_5,01,M0116,16,2063.0498046875,-0.20259611308574677,2,medio,urbano,centro,femenino,14.696783065795898
refresco normal,102.85713958740234,folio_010549__intp_5,01,M0116,16,2063.0498046875,-0.20259611308574677,2,medio,urbano,centro,femenino,14.696783065795898
néctares de frutas o pulpa de frutas industrializados con az,34.28571319580078,folio_010549__intp_5,01,M0116,16,2063.0498046875,-0.20259611308574677,2,medio,urbano,centro,femenino,14.696783065795898
jugos naturales con azúcar,102.85713958740234,folio_010553__intp_5,01,M0116,16,1752.7850341796875,1.994810938835144,4,muy alto,urbano,centro,femenino,13.744009971618652
aguas de fruta natural con azúcar,257.1428527832031,folio_010553__intp_5,01,M0116,16,1752.7850341796875,1.994810938835144,4,muy alto,urbano,centro,femenino,13.744009971618652
néctares de frutas o pulpa de frutas industrializados con az,122.14286041259766,folio_010554__intp_4,01,M0116,16,1824.6534423828125,0.0145735377445817,2,medio,urbano,centro,masculino,19.126625061035156
aguas de fruta natural con azúcar,447.8571472167969,folio_010601__intp_2,01,M0117,15,6856.52099609375,0.9527221322059631,3,alto,urbano,centro,femenino,42
refresco normal,102.85713958740234,folio_010610__intp_2,01,M0118,15,10284.78125,2.317056894302368,4,muy alto,urbano,centro,femenino,47.60848617553711
aguas de fruta natural con azúcar,102.85713958740234,folio_010610__intp_2,01,M0118,15,10284.78125,2.317056894302368,4,muy alto,urbano,centro,femenino,47.60848617553711
refresco normal,102.85713958740234,folio_010636__intp_3,01,M0118,15,2617.247802734375,3.310654401779175,4,muy alto,urbano,centro,femenino,17.577001571655273
aguas de fruta natural con azúcar,205.7142791748047,folio_010636__intp_3,01,M0118,15,2617.247802734375,3.310654401779175,4,muy alto,urbano,centro,femenino,17.577001571655273
refresco normal,570,folio_010639__intp_5,01,M0118,15,13086.2392578125,1.2493765354156494,3,alto,urbano,centro,femenino,23.824777603149414
aguas de fruta natural con azúcar,377.1428527832031,folio_010666__intp_1,01,M0119,15,8145.11767578125,1.9739097356796265,4,muy alto,urbano,centro,masculino,36.02190017700195
néctares de frutas o pulpa de frutas industrializados con az,68.57142639160156,folio_010666__intp_1,01,M0119,15,8145.11767578125,1.9739097356796265,4,muy alto,urbano,centro,masculino,36.02190017700195
refresco normal,471.4285583496094,folio_010666__intp_1,01,M0119,15,8145.11767578125,1.9739097356796265,4,muy alto,urbano,centro,masculino,36.02190017700195
refresco normal,23.571428298950195,folio_010668__intp_4,01,M0119,15,1345.660400390625,1.0546637773513794,3,alto,urbano,centro,femenino,16.815879821777344
refresco normal,141.42857360839844,folio_010679__intp_4,01,M0119,15,3167.718017578125,1.3503189086914062,3,alto,urbano,centro,femenino,17.823408126831055
néctares de frutas o pulpa de frutas industrializados con az,34.28571319580078,folio_010681__intp_2,01,M0119,15,7050.5732421875,1.0546637773513794,3,alto,urbano,centro,femenino,33.39082717895508
aguas de fruta natural con azúcar,244.2857208251953,folio_010681__intp_2,01,M0119,15,7050.5732421875,1.0546637773513794,3,alto,urbano,centro,femenino,33.39082717895508
refresco normal,205.7142791748047,folio_010681__intp_2,01,M0119,15,7050.5732421875,1.0546637773513794,3,alto,urbano,centro,femenino,33.39082717895508
refresco normal,240,folio_010702__intp_4,01,M0119,15,2101.253662109375,2.6937525272369385,4,muy alto,urbano,centro,masculino,16.873374938964844
jugos naturales con azúcar,122.14286041259766,folio_010703__intp_1,01,M0119,15,7050.5732421875,2.9884085655212402,4,muy alto,urbano,centro,femenino,52.717315673828125
aguas de fruta natural con azúcar,171.42857360839844,folio_010706__intp_4,01,M0119,15,2101.253662109375,0.3358202576637268,2,medio,urbano,centro,masculino,17.927446365356445
néctares de frutas o pulpa de frutas industrializados con az,188.57142639160156,folio_010722__intp_3,01,M0120,15,1481.4610595703125,2.720343589782715,4,muy alto,urbano,centro,femenino,15.997262001037598
refresco normal,68.57142639160156,folio_010727__intp_1,01,M0120,15,10554.3896484375,0.3368195593357086,2,medio,urbano,centro,masculino,40.00273513793945
refresco normal,257.1428527832031,folio_010728__intp_1,01,M0120,15,15831.5849609375,1.0623520612716675,3,alto,urbano,centro,masculino,33.16084671020508
aguas de fruta natural con azúcar,308.5714416503906,folio_010728__intp_1,01,M0120,15,15831.5849609375,1.0623520612716675,3,alto,urbano,centro,masculino,33.16084671020508
néctares de frutas o pulpa de frutas industrializados con az,68.57142639160156,folio_010728__intp_1,01,M0120,15,15831.5849609375,1.0623520612716675,3,alto,urbano,centro,masculino,33.16084671020508
aguas de fruta natural con azúcar,257.1428527832031,folio_010731__intp_3,01,M0120,15,1743.697998046875,2.0758514404296875,4,muy alto,urbano,centro,femenino,12.553045272827148
refresco normal,617.14288330078125,folio_010731__intp_3,01,M0120,15,1743.697998046875,2.0758514404296875,4,muy alto,urbano,centro,femenino,12.553045272827148
néctares de frutas o pulpa de frutas industrializados con az,34.28571319580078,folio_010732__intp_4,01,M0120,15,4626.61376953125,1.376909852027893,3,alto,urbano,centro,masculino,15.753593444824219
bebidas o aguas de sabor industrializadas con azúcar (frutsi,34.28571319580078,folio_010732__intp_4,01,M0120,15,4626.61376953125,1.376909852027893,3,alto,urbano,centro,masculino,15.753593444824219
refresco normal,1200,folio_010732__intp_4,01,M0120,15,4626.61376953125,1.376909852027893,3,alto,urbano,centro,masculino,15.753593444824219
refresco normal,17.14285659790039,folio_010733__intp_3,01,M0120,15,2962.922119140625,3.310654401779175,4,muy alto,urbano,centro,femenino,18.496919631958008
néctares de frutas o pulpa de frutas industrializados con az,240,folio_010733__intp_3,01,M0120,15,2962.922119140625,3.310654401779175,4,muy alto,urbano,centro,femenino,18.496919631958008
néctares de frutas o pulpa de frutas industrializados con az,34.28571319580078,folio_010734__intp_1,01,M0120,15,4483.55078125,1.5706232786178589,3,alto,urbano,centro,masculino,53.021217346191406
refresco normal,34.28571319580078,folio_010734__intp_1,01,M0120,15,4483.55078125,1.5706232786178589,3,alto,urbano,centro,masculino,53.021217346191406
refresco normal,308.5714416503906,folio_010762__intp_4,01,M0121,15,1685.57470703125,2.398097515106201,4,muy alto,urbano,centro,femenino,18.433948516845703
refresco normal,129.64285278320312,folio_010790__intp_2,01,M0122,15,10284.78125,1.0556631088256836,3,alto,urbano,centro,femenino,46.746063232421875
refresco normal,188.57142639160156,folio_010799__intp_4,01,M0122,15,2617.247802734375,-0.2800823152065277,2,medio,urbano,centro,femenino,14.724161148071289
refresco normal,102.85713958740234,folio_010805__intp_4,01,M0122,15,3925.871826171875,0.36341044306755066,2,medio,urbano,centro,femenino,16.372346878051758
refresco normal,480,folio_010806__intp_5,01,M0122,15,1308.6239013671875,0.6314753890037537,3,alto,urbano,centro,femenino,18.80903434753418
refresco normal,1200,folio_010807__intp_2,01,M0122,15,4086.842041015625,2.317056894302368,4,muy alto,urbano,centro,masculino,18.288843154907227
refresco normal,1200,folio_010815__intp_1,01,M0122,15,7920.93994140625,1.3503189086914062,3,alto,urbano,centro,masculino,61.27583694458008
refresco normal,102.85713958740234,folio_010837__intp_2,01,M0123,15,9059.953125,0.7401060461997986,3,alto,urbano,centro,femenino,33.41820526123047
refresco normal,51.42856979370117,folio_010842__intp_3,01,M0123,15,2938.231201171875,-0.25349143147468567,2,medio,urbano,centro,femenino,13.3004789352417
refresco normal,102.85713958740234,folio_010860__intp_2,01,M0123,15,1729.167236328125,1.0546637773513794,3,alto,urbano,centro,femenino,13.130731582641602
néctares de frutas o pulpa de frutas industrializados con az,102.85713958740234,folio_010860__intp_2,01,M0123,15,1729.167236328125,1.0546637773513794,3,alto,urbano,centro,femenino,13.130731582641602
néctares de frutas o pulpa de frutas industrializados con az,205.7142791748047,folio_010864__intp_5,01,M0123,15,21521.947265625,1.8938685655593872,4,muy alto,urbano,centro,masculino,25.2840518951416
aguas de fruta natural con azúcar,34.28571319580078,folio_010864__intp_5,01,M0123,15,21521.947265625,1.8938685655593872,4,muy alto,urbano,centro,masculino,25.2840518951416
refresco normal,480,folio_010864__intp_5,01,M0123,15,21521.947265625,1.8938685655593872,4,muy alto,urbano,centro,masculino,25.2840518951416
refresco normal,154.2857208251953,folio_010868__intp_3,01,M0123,15,8100.30224609375,2.9884085655212402,4,muy alto,urbano,centro,masculino,17.125255584716797
aguas de fruta natural con azúcar,68.57142639160156,folio_010868__intp_3,01,M0123,15,8100.30224609375,2.9884085655212402,4,muy alto,urbano,centro,masculino,17.125255584716797
refresco normal,244.2857208251953,folio_010871__intp_4,01,M0124,15,5264.06201171875,1.4589495658874512,3,alto,urbano,centro,masculino,15.96988296508789
néctares de frutas o pulpa de frutas industrializados con az,34.28571319580078,folio_010871__intp_4,01,M0124,15,5264.06201171875,1.4589495658874512,3,alto,urbano,centro,masculino,15.96988296508789
néctares de frutas o pulpa de frutas industrializados con az,205.7142791748047,folio_010872__intp_2,01,M0124,15,1432.0789794921875,0.16969703137874603,2,medio,urbano,centro,femenino,15.956193923950195
refresco normal,15.428571701049805,folio_010872__intp_2,01,M0124,15,1432.0789794921875,0.16969703137874603,2,medio,urbano,centro,femenino,15.956193923950195
néctares de frutas o pulpa de frutas industrializados con az,34.28571319580078,folio_010875__intp_4,01,M0124,15,2236.196533203125,3.310654401779175,4,muy alto,urbano,centro,masculino,14.212182998657227
refresco normal,1200,folio_010875__intp_4,01,M0124,15,2236.196533203125,3.310654401779175,4,muy alto,urbano,centro,masculino,14.212182998657227
refresco normal,480,folio_010891__intp_2,01,M0124,15,17663.1015625,1.3503189086914062,3,alto,urbano,centro,femenino,52.9144401550293
refresco normal,205.7142791748047,folio_010898__intp_3,01,M0124,15,2236.196533203125,2.371506690979004,4,muy alto,urbano,centro,masculino,16.421628952026367
refresco normal,51.42856979370117,folio_010906__intp_5,01,M0124,15,4472.39306640625,1.432358741760254,3,alto,urbano,centro,masculino,12.74195671081543
bebidas o aguas de sabor industrializadas con azúcar (frutsi,85.71428680419922,folio_010906__intp_5,01,M0124,15,4472.39306640625,1.432358741760254,3,alto,urbano,centro,masculino,12.74195671081543
néctares de frutas o pulpa de frutas industrializados con az,64.28571319580078,folio_010906__intp_5,01,M0124,15,4472.39306640625,1.432358741760254,3,alto,urbano,centro,masculino,12.74195671081543
bebidas o aguas de sabor industrializadas con azúcar (frutsi,51.42856979370117,folio_010915__intp_2,01,M0126,15,7050.5732421875,0.7314185500144958,3,alto,urbano,centro,femenino,40
bebidas o aguas de sabor industrializadas con azúcar (frutsi,102.85713958740234,folio_010938__intp_4,01,M0126,15,4036.9814453125,2.371506690979004,4,muy alto,urbano,centro,femenino,15.32648754119873
refresco normal,34.28571319580078,folio_010938__intp_4,01,M0126,15,4036.9814453125,2.371506690979004,4,muy alto,urbano,centro,femenino,15.32648754119873
bebidas o aguas de sabor industrializadas con azúcar (frutsi,34.28571319580078,folio_010950__intp_6,01,M0126,15,3167.718017578125,1.6991558074951172,4,muy alto,urbano,centro,femenino,12.257356643676758
aguas de fruta natural con azúcar,68.57142639160156,folio_010950__intp_6,01,M0126,15,3167.718017578125,1.6991558074951172,4,muy alto,urbano,centro,femenino,12.257356643676758
refresco normal,102.85713958740234,folio_010950__intp_6,01,M0126,15,3167.718017578125,1.6991558074951172,4,muy alto,urbano,centro,femenino,12.257356643676758
bebidas o aguas de sabor industrializadas con azúcar (frutsi,720,folio_010955__intp_1,01,M0127,15,20362.79296875,-0.2800823152065277,2,medio,urbano,centro,masculino,67.04175567626953
refresco normal,102.85713958740234,folio_010969__intp_3,01,M0127,15,2691.32080078125,1.7011544704437256,4,muy alto,urbano,centro,femenino,17.793291091918945
néctares de frutas o pulpa de frutas industrializados con az,20.35714340209961,folio_010969__intp_3,01,M0127,15,2691.32080078125,1.7011544704437256,4,muy alto,urbano,centro,femenino,17.793291091918945
aguas de fruta natural con azúcar,471.4285583496094,folio_010975__intp_4,01,M0127,15,3167.718017578125,0.7401060461997986,3,alto,urbano,centro,femenino,17.215604782104492
néctares de frutas o pulpa de frutas industrializados con az,102.85713958740234,folio_010982__intp_3,01,M0127,15,2473.20166015625,1.034761905670166,3,alto,urbano,centro,masculino,12.36687183380127
refresco normal,411.4285583496094,folio_010982__intp_3,01,M0127,15,2473.20166015625,1.034761905670166,3,alto,urbano,centro,masculino,12.36687183380127
bebidas o aguas de sabor industrializadas con azúcar (frutsi,240,folio_010985__intp_3,01,M0127,15,3167.718017578125,1.7536054849624634,4,muy alto,urbano,centro,femenino,17.84531021118164
néctares de frutas o pulpa de frutas industrializados con az,102.85713958740234,folio_010985__intp_3,01,M0127,15,3167.718017578125,1.7536054849624634,4,muy alto,urbano,centro,femenino,17.84531021118164
refresco normal,23.571428298950195,folio_010985__intp_3,01,M0127,15,3167.718017578125,1.7536054849624634,4,muy alto,urbano,centro,femenino,17.84531021118164
aguas de fruta natural con azúcar,471.4285583496094,folio_010985__intp_3,01,M0127,15,3167.718017578125,1.7536054849624634,4,muy alto,urbano,centro,femenino,17.84531021118164
refresco normal,34.28571319580078,folio_010988__intp_2,01,M0127,15,6335.43603515625,-0.28208088874816895,2,medio,urbano,centro,femenino,26.502395629882812
aguas de fruta natural con azúcar,154.2857208251953,folio_010988__intp_2,01,M0127,15,6335.43603515625,-0.28208088874816895,2,medio,urbano,centro,femenino,26.502395629882812
refresco normal,102.85713958740234,folio_011017__intp_1,01,M0128,15,4010.417724609375,2.37050724029541,4,muy alto,urbano,centro,femenino,39.61669921875
refresco normal,34.28571319580078,folio_011054__intp_3,01,M0129,15,3080.533203125,1.6449748277664185,3,alto,urbano,centro,femenino,19.474332809448242
néctares de frutas o pulpa de frutas industrializados con az,34.28571319580078,folio_011054__intp_3,01,M0129,15,3080.533203125,1.6449748277664185,3,alto,urbano,centro,femenino,19.474332809448242
aguas de fruta natural con azúcar,308.5714416503906,folio_011086__intp_1,01,M0129,15,6856.52099609375,1.5726218223571777,3,alto,urbano,centro,femenino,58.11088180541992
refresco normal,308.5714416503906,folio_011086__intp_1,01,M0129,15,6856.52099609375,1.5726218223571777,3,alto,urbano,centro,femenino,58.11088180541992
néctares de frutas o pulpa de frutas industrializados con az,122.14286041259766,folio_011104__intp_1,01,M0130,15,11670.1396484375,3.310654401779175,4,muy alto,urbano,centro,masculino,37.19917678833008
aguas de fruta natural con azúcar,720,folio_011108__intp_3,01,M0130,15,15424.2548828125,2.0492606163024902,4,muy alto,urbano,centro,femenino,26.11362075805664
néctares de frutas o pulpa de frutas industrializados con az,205.7142791748047,folio_011111__intp_3,01,M0130,15,1928.0318603515625,3.310654401779175,4,muy alto,urbano,centro,femenino,13.363449096679688
aguas de fruta natural con azúcar,154.2857208251953,folio_011111__intp_3,01,M0130,15,1928.0318603515625,3.310654401779175,4,muy alto,urbano,centro,femenino,13.363449096679688
refresco normal,471.4285583496094,folio_011111__intp_3,01,M0130,15,1928.0318603515625,3.310654401779175,4,muy alto,urbano,centro,femenino,13.363449096679688
refresco normal,102.85713958740234,folio_011144__intp_1,01,M0113,16,1909.647705078125,-1.0199151039123535,1,bajo,urbano,centro,femenino,42.45859146118164
refresco normal,70.71428680419922,folio_011154__intp_3,01,M0113,16,1138.2490234375,-0.20259611308574677,2,medio,urbano,centro,masculino,13.1471586227417
refresco normal,600,folio_011157__intp_2,01,M0113,16,2915.77685546875,0.041164424270391464,2,medio,urbano,centro,femenino,29.73305892944336
aguas de fruta natural con azúcar,102.85713958740234,folio_011181__intp_2,01,M0113,16,3819.29541015625,-2.3205184936523438,1,muy bajo,urbano,centro,femenino,35.33196258544922
refresco normal,1200,folio_011181__intp_2,01,M0113,16,3819.29541015625,-2.3205184936523438,1,muy bajo,urbano,centro,femenino,35.33196258544922
néctares de frutas o pulpa de frutas industrializados con az,34.28571319580078,folio_011185__intp_2,01,M0112,12,3045.6220703125,0.17310020327568054,2,medio,rural,centro,femenino,21.639972686767578
refresco normal,240,folio_011185__intp_2,01,M0112,12,3045.6220703125,0.17310020327568054,2,medio,rural,centro,femenino,21.639972686767578
refresco normal,480,folio_011191__intp_5,01,M0112,12,1188.9373779296875,1.544032335281372,3,alto,rural,centro,masculino,19.353866577148438
refresco normal,257.1428527832031,folio_011234__intp_4,01,M0125,16,749.57470703125,-0.48049938678741455,2,bajo,urbano,centro,femenino,19.271730422973633
refresco normal,102.85713958740234,folio_011235__intp_2,01,M0125,16,3336.74365234375,1.0556631088256836,3,alto,urbano,centro,femenino,37.462013244628906
néctares de frutas o pulpa de frutas industrializados con az,34.28571319580078,folio_011235__intp_2,01,M0125,16,3336.74365234375,1.0556631088256836,3,alto,urbano,centro,femenino,37.462013244628906
néctares de frutas o pulpa de frutas industrializados con az,34.28571319580078,folio_011244__intp_3,01,M0107,12,947.03350830078125,-0.7686026692390442,2,bajo,rural,centro,femenino,16.076658248901367
refresco normal,480,folio_011244__intp_3,01,M0107,12,947.03350830078125,-0.7686026692390442,2,bajo,rural,centro,femenino,16.076658248901367
refresco normal,34.28571319580078,folio_011263__intp_2,01,M0112,12,3299.423828125,-2.958409547805786,1,muy bajo,rural,centro,femenino,21.878164291381836
refresco normal,51.42856979370117,folio_011284__intp_1,01,M0132,12,8553.0712890625,-0.9905451536178589,1,bajo,rural,centro,masculino,77.48938751220703
refresco normal,900,folio_011297__intp_2,01,M0131,12,5552.77978515625,-1.5407984256744385,1,muy bajo,rural,centro,femenino,37.021217346191406
refresco normal,34.28571319580078,folio_011300__intp_5,01,M0131,12,1800.8206787109375,-1.0181353092193604,1,bajo,rural,centro,femenino,14.384668350219727
refresco normal,240,folio_011341__intp_2,01,M0131,12,3145.126708984375,-1.9941767454147339,1,muy bajo,rural,centro,femenino,64.717315673828125
refresco normal,671.78570556640625,folio_011346__intp_3,01,M0131,12,1103.2481689453125,-4.147241115570068,1,muy bajo,rural,centro,masculino,15.887747764587402
néctares de frutas o pulpa de frutas industrializados con az,85.71428680419922,folio_011348__intp_2,01,M0131,12,2826.11767578125,-0.7544498443603516,2,bajo,rural,centro,femenino,25.593429565429688
refresco normal,94.28571319580078,folio_011354__intp_4,01,M0134,14,1862.4468994140625,2.2894668579101562,4,muy alto,urbano,centro,femenino,12.717315673828125
jugos naturales con azúcar,68.57142639160156,folio_011404__intp_3,01,M0134,14,6846.01611328125,0.6580662727355957,3,alto,urbano,centro,masculino,21.55236053466797
refresco normal,1071.4285888671875,folio_011404__intp_3,01,M0134,14,6846.01611328125,0.6580662727355957,3,alto,urbano,centro,masculino,21.55236053466797
refresco normal,10.285714149475098,folio_011411__intp_3,01,M0133,12,113.76763916015625,-0.497251957654953,2,bajo,rural,centro,femenino,12.00821304321289
